# index, airport_code, airport_id, airport_seq_id, city_market_id, origin, city_name, state_abr, state_fips, state_nm, wac, _pos
1192,TLR,15255,1525501,35255,,"Tulare, CA",CA,06,California,91,"array([-3.37860211,  0.75774381])"
1193,OXC,13987,1398701,33987,,"Waterbury, CT",CT,09,Connecticut,11,"array([-3.26018815,  1.32829629])"
1194,JQF,12544,1254402,32544,,"Concord, NC",NC,37,North Carolina,36,"array([-3.19439887,  1.24796002])"
1195,TMB,15260,1526006,32467,,"Miami, FL",FL,12,Florida,33,"array([-3.32051443,  1.26178063])"
1196,ONP,13890,1389002,33890,,"Newport, OR",OR,41,Oregon,92,"array([-3.21153134,  1.07968952])"
1197,NHZ,13674,1367401,33674,,"Brunswick, ME",ME,23,Maine,12,"array([-3.16277701,  1.37208655])"
1198,A95,10108,1010801,30107,,"Barrow, AK",AK,02,Alaska,1,"array([-2.85825149,  0.74007121])"
1199,A96,10109,1010901,30107,,"Barrow, AK",AK,02,Alaska,1,"array([-2.8998058 ,  0.79827134])"
1200,A94,10107,1010701,30107,,"Barrow, AK",AK,02,Alaska,1,"array([-2.90121359,  0.8726127 ])"
1201,TOR,15299,1529901,35299,,"Torrington, WY",WY,56,Wyoming,88,"array([-2.81157244,  1.24539175])"
1202,A97,10110,1011001,30110,,"Akulik, AK",AK,02,Alaska,1,"array([-2.95056485,  0.79147723])"
1203,A98,10111,1011101,30111,,"Deadfall, AK",AK,02,Alaska,1,"array([-3.03156682,  0.86329006])"
1204,TLF,15248,1524801,35248,,"Telida, AK",AK,02,Alaska,1,"array([-3.02655781,  0.95399373])"
1205,IWD,12412,1241202,32412,,"Ironwood, MI",MI,26,Michigan,43,"array([-3.27412201,  1.18370217])"
1206,A37,10050,1005002,30050,,"Kako, AK",AK,02,Alaska,1,"array([-3.06631094,  0.90890783])"
1207,03A,10003,1000301,30003,,"Granite Mountain, AK",AK,02,Alaska,1,"array([-3.00558612,  0.8709168 ])"
1208,GLR,11938,1193802,31938,,"Gaylord, MI",MI,26,Michigan,43,"array([-3.33717292,  1.21058915])"
1209,MEO,13246,1324601,33246,,"Manteo, NC",NC,37,North Carolina,36,"array([-3.15324995,  1.30204774])"
1210,MCF,13195,1319501,33195,,"Tampa, FL",FL,12,Florida,33,"array([-3.06121498,  1.34125123])"
1211,MIB,13304,1330401,33304,,"Minot, ND",ND,38,North Dakota,66,"array([-3.01107405,  1.29262238])"
1212,GEK,11885,1188501,31885,,"Ganes Creek, AK",AK,02,Alaska,1,"array([-3.05845597,  0.95111765])"
1213,LFI,12947,1294701,33667,,"Newport News/Hampton, VA",VA,51,Virginia,38,"array([-3.1083468 ,  1.33161159])"
1214,CIL,11008,1100802,31008,,"Council, AK",AK,02,Alaska,1,"array([-3.07663812,  0.88379042])"
1215,FXE,11827,1182702,32467,,"Fort Lauderdale, FL",FL,12,Florida,33,"array([-3.19484818,  1.35898202])"
1216,A93,10106,1010601,30106,,"Bradley Lake Project, AK",AK,02,Alaska,1,"array([-2.87750367,  0.83173272])"
1217,OQK,13909,1390901,33909,,"Akolik, AK",AK,02,Alaska,1,"array([-2.93177985,  0.61855111])"
1218,A71,10084,1008401,30009,,"Homer, AK",AK,02,Alaska,1,"array([-2.96132114,  0.92517703])"
1219,ULS,15465,1546501,36424,,"Ulysses, KS",KS,20,Kansas,62,"array([-3.58774785,  0.67137146])"
1220,XWF,15939,1593901,35939,,"Jerome, ID",ID,16,Idaho,83,"array([-2.95575541,  1.31040967])"
1221,UXA,15515,1551501,35515,,"Lik Camp, AK",AK,02,Alaska,1,"array([-3.08923074,  0.91123243])"
1222,VZY,15700,1570001,35700,,"Katmai Lodge, AK",AK,02,Alaska,1,"array([-3.00871726,  1.16082954])"
1223,FVO,11811,1181101,31811,,"Aurora, OR",OR,41,Oregon,92,"array([-2.87102697,  1.19913258])"
1224,WOW,15807,1580701,35807,,"Willow, AK",AK,02,Alaska,1,"array([-2.874511  ,  1.02755038])"
1225,DQL,11392,1139203,30299,,"Anchorage, AK",AK,02,Alaska,1,"array([-2.99288307,  1.00609835])"
1226,LKK,13003,1300305,33003,,"Kulik Lake, AK",AK,02,Alaska,1,"array([-2.99887503,  0.98897786])"
1227,AZA,10466,1046602,30466,,"Phoenix, AZ",AZ,04,Arizona,81,"array([-3.19553608,  1.15952898])"
1228,JCI,12460,1246002,33198,,"Olathe, KS",KS,20,Kansas,62,"array([-2.93550035,  1.27877561])"
1229,VZR,15693,1569301,35693,,"Katmai Bay, AK",AK,02,Alaska,1,"array([-2.86008167,  0.99496288])"
1230,EVM,11609,1160901,31609,,"Eveleth, MN",MN,27,Minnesota,63,"array([-3.39762089,  0.78130002])"
1231,MNN,13410,1341002,33410,,"Marion, OH",OH,39,Ohio,44,"array([-3.2790199 ,  1.45032583])"
1232,LWV,13129,1312901,33129,,"Lawrenceville, IL",IL,17,Illinois,41,"array([-3.27846761,  1.50960779])"
1233,BAD,10476,1047603,30476,,"Shreveport, LA",LA,22,Louisiana,72,"array([-3.03981045,  1.30834057])"
1234,NFL,13656,1365601,31706,,"Fallon, NV",NV,32,Nevada,85,"array([-3.01974859,  1.46760725])"
1235,EGA,11501,1150101,31501,,"Chenega, AK",AK,02,Alaska,1,"array([-3.08188154,  0.85574187])"
1236,NYL,13785,1378501,33785,,"Yuma, AZ",AZ,04,Arizona,81,"array([-3.25937801,  1.16281645])"
1237,VZL,15687,1568701,35687,,"Los Alamitos, CA",CA,06,California,91,"array([-3.4511528 ,  1.24365199])"
1238,CO3,11093,1109301,31093,,"Marina, CA",CA,06,California,91,"array([-2.85511576,  1.28597548])"
1239,DGB,11299,1129901,31299,,"Danger Bay, AK",AK,02,Alaska,1,"array([-2.94113568,  1.09556155])"
1240,MOP,13429,1342902,33429,,"Mount Pleasant, MI",MI,26,Michigan,43,"array([-3.54884055,  1.19692985])"
1241,ENN,11559,1155902,31559,,"Nenana, AK",AK,02,Alaska,1,"array([-2.9985968 ,  1.09952934])"
1242,SWW,15078,1507801,35078,,"Sweetwater, TX",TX,48,Texas,74,"array([-2.72121285,  1.38033884])"
1243,PTV,14283,1428303,34283,,"Porterville, CA",CA,06,California,91,"array([-3.36995578,  0.98538986])"
1244,NBG,13612,1361201,33495,,"New Orleans, LA",LA,22,Louisiana,72,"array([-3.25083567,  0.98478446])"
1245,GSB,11992,1199201,31992,,"Goldsboro, NC",NC,37,North Carolina,36,"array([-3.08327193,  1.38515658])"
1246,ASX,10388,1038801,30388,,"Ashland, WI",WI,55,Wisconsin,45,"array([-3.4300032 ,  0.85170497])"
1247,MCL,13201,1320101,30086,,"McKinley Park, AK",AK,02,Alaska,1,"array([-2.76752745,  1.15703456])"
1248,PGS,14091,1409101,30011,,"Peach Springs, AZ",AZ,04,Arizona,81,"array([-3.37575014,  1.08262881])"
1249,VAD,15550,1555001,35550,,"Valdosta, GA",GA,13,Georgia,34,"array([-2.98258073,  1.31574495])"
1250,PGD,14082,1408201,34082,,"Punta Gorda, FL",FL,12,Florida,33,"array([-3.20018647,  1.23857324])"
1251,TIW,15220,1522002,31979,,"Tacoma, WA",WA,53,Washington,93,"array([-3.33171759,  0.97690587])"
1252,RLU,14551,1455101,34551,,"Bornite/Ruby Creek, AK",AK,02,Alaska,1,"array([-2.98698385,  1.09773392])"
1253,OQQ,13915,1391501,34268,,"Port Alsworth, AK",AK,02,Alaska,1,"array([-2.96757053,  0.66847101])"
1254,UST,15497,1549701,35497,,"St. Augustine, FL",FL,12,Florida,33,"array([-3.20300658,  1.31089344])"
1255,WQM,15825,1582501,31205,,"Lake Charles, LA",LA,22,Louisiana,72,"array([-2.87193433,  1.4173691 ])"
1256,04A,10004,1000401,30004,,"Lik, AK",AK,02,Alaska,1,"array([-3.07251892,  0.81865252])"
1257,MAE,13157,1315705,33157,,"Madera, CA",CA,06,California,91,"array([-3.45041991,  0.82781856])"
1258,BKG,10643,1064301,30643,,"Branson, MO",MO,29,Missouri,64,"array([-3.14230836,  1.23327307])"
1259,SSB,14992,1499202,34992,,"Christiansted, VI",VI,78,U.S. Virgin Islands,4,"array([-3.02627808,  1.3539191 ])"
1260,NE2,13646,1364601,33646,,"Blair, NE",NE,31,Nebraska,65,"array([-2.49698567,  1.20946367])"
1261,JGC,12483,1248301,30463,,"Grand Canyon, AZ",AZ,04,Arizona,81,"array([-6.32751206, -1.58008094])"
1262,HAE,12061,1206101,32061,,"Havasupai, AZ",AZ,04,Arizona,81,"array([-6.34369542, -1.60390738])"
1263,A83,10096,1009601,30096,,"Petrof Point, AK",AK,02,Alaska,1,"array([-2.98179446,  0.92233007])"
1264,KKK,12711,1271101,32711,,"Kalakaket, AK",AK,02,Alaska,1,"array([-2.88183541,  1.10756711])"
1265,SMO,14898,1489802,32575,,"Santa Monica, CA",CA,06,California,91,"array([-3.28879536,  1.15059209])"
1266,OR3,13927,1392701,33927,,"Florence, OR",OR,41,Oregon,92,"array([-3.42503656,  0.66207137])"
1267,JRF,12549,1254902,32549,,"Kapolei, HI",HI,15,Hawaii,2,"array([-3.25508031,  1.06386219])"
1268,KPM,12778,1277801,32778,,"Napamute, AK",AK,02,Alaska,1,"array([-3.02879467,  0.90991903])"
1269,SVC,15051,1505102,35051,,"Silver City/Hurley, NM",NM,35,New Mexico,86,"array([-3.27065025,  1.13401655])"
1270,STE,15010,1501002,30424,,"Stevens Point, WI",WI,55,Wisconsin,45,"array([-3.45989795,  1.18716827])"
1271,FTG,11784,1178403,30325,,"Denver, CO",CO,08,Colorado,82,"array([-3.07651941,  1.44568041])"
1272,RAC,14447,1444704,34447,,"Racine, WI",WI,55,Wisconsin,45,"array([-3.36924248,  1.3411167 ])"
1273,TKA,15228,1522801,35228,,"Talkeetna, AK",AK,02,Alaska,1,"array([-2.94787831,  0.94182969])"
1274,SAC,14672,1467201,33192,,"Sacramento, CA",CA,06,California,91,"array([-3.32745992,  1.10568183])"
1275,S27,14669,1466901,31648,,"Kalispell, MT",MT,30,Montana,84,"array([-3.43497767,  0.69532166])"
1276,LAL,12882,1288202,33195,,"Lakeland, FL",FL,12,Florida,33,"array([-3.2691504 ,  1.28199825])"
1277,05A,10005,1000501,30005,,"Little Squaw, AK",AK,02,Alaska,1,"array([-2.99648436,  1.15870623])"
1278,TRM,15325,1532502,34262,,"Thermal, CA",CA,06,California,91,"array([-3.3200497 ,  1.14918113])"
1279,LKV,13009,1300901,33009,,"Lakeview, OR",OR,41,Oregon,92,"array([-2.94193085,  1.21824628])"
1280,MI2,13301,1330105,32155,,"Holland, MI",MI,26,Michigan,43,"array([-3.38175885,  1.2863722 ])"
1281,EED,11491,1149102,31491,,"Needles, CA",CA,06,California,91,"array([-3.54786903,  1.07206853])"
1282,F70,11627,1162701,31627,,"Murrieta/Temecula, CA",CA,06,California,91,"array([-3.45744179,  1.01912336])"
1283,MS1,13478,1347801,33478,,"Grenada, MS",MS,28,Mississippi,53,"array([-3.47522241,  1.31251204])"
1284,BAF,10478,1047803,30478,,"Westfield, MA",MA,25,Massachusetts,13,"array([-3.19916438,  1.32586098])"
1285,AA1,10113,1011301,30113,,"Bethel, AK",AK,02,Alaska,1,"array([-2.82596362,  0.74591379])"
1286,SPB,14945,1494502,34945,,"Charlotte Amalie, VI",VI,78,U.S. Virgin Islands,4,"array([-3.00969945,  1.3467359 ])"
1287,ELN,11538,1153801,31538,,"Ellensburg, WA",WA,53,Washington,93,"array([-2.97863602,  1.20347761])"
1288,HLG,12153,1215301,32153,,"Wheeling, WV",WV,54,West Virginia,39,"array([-3.09511999,  1.50090487])"
1289,A52,10065,1006501,30065,,"Silver Salmon Creek, AK",AK,02,Alaska,1,"array([-2.97397166,  0.94639769])"
1290,A12,10025,1002501,30025,,"Cinnabar, AK",AK,02,Alaska,1,"array([-2.96451878,  0.85191965])"
1291,ELD,11531,1153102,31531,,"El Dorado, AR",AR,05,Arkansas,71,"array([-3.11078027,  1.22758442])"
1292,CWF,15825,1582502,31205,,"Lake Charles, LA",LA,22,Louisiana,72,"array([-3.30865037,  1.07914019])"
1293,TSG,15339,1533903,35339,,"Tanacross, AK",AK,02,Alaska,1,"array([-2.94657915,  1.11434372])"
1294,UXM,15527,1552702,35527,,"47-Mile Mine, AK",AK,02,Alaska,1,"array([-3.02574882,  0.88912218])"
1295,CSM,11152,1115202,31048,,"Clinton, OK",OK,40,Oklahoma,73,"array([-3.3023581 ,  1.04657888])"
1296,JDA,12462,1246201,32462,,"John Day, OR",OR,41,Oregon,92,"array([-2.56009367,  1.09410599])"
1297,OQN,13912,1391201,33912,,"Telaquana Lake, AK",AK,02,Alaska,1,"array([-2.94945248,  0.70768635])"
1298,ZXB,16335,1633502,30140,,"Albuquerque, NM",NM,35,New Mexico,86,"array([-3.45257517,  0.93956767])"
1299,HVC,12243,1224301,32187,,"Hopkinsville, KY",KY,21,Kentucky,52,"array([-3.4006322 ,  1.31157608])"
1300,II2,12306,1230601,30977,,"Chicago/Romeoville, IL",IL,17,Illinois,41,"array([-3.52944876,  1.47165274])"
1301,VZA,15676,1567601,35676,,"Marvel Creek Mine, AK",AK,02,Alaska,1,"array([-2.97476507,  0.8107659 ])"
1302,SNK,14915,1491501,34915,,"Snyder, TX",TX,48,Texas,74,"array([-2.67523243,  1.18064925])"
1303,SGH,14785,1478501,34785,,"Springfield, OH",OH,39,Ohio,44,"array([-3.37307144,  1.36111908])"
1304,TX7,15399,1539901,35399,,"Post, TX",TX,48,Texas,74,"array([-3.41810993,  0.82132419])"
1305,NQX,13736,1373601,31624,,"Key West, FL",FL,12,Florida,33,"array([-3.08279489,  1.3581485 ])"
1306,LUF,13102,1310201,30466,,"Phoenix, AZ",AZ,04,Arizona,81,"array([-2.92968882,  1.32935734])"
1307,BWS,10825,1082501,30825,,"Blaine, WA",WA,53,Washington,93,"array([-3.29725394,  0.83117724])"
1308,AUZ,10427,1042701,30427,,"Aurora, IL",IL,17,Illinois,41,"array([-3.06924488,  1.42252773])"
1309,PRZ,14249,1424901,34249,,"Prineville, OR",OR,41,Oregon,92,"array([-3.45638256,  0.87837867])"
1310,LWF,13123,1312301,33123,,"Lawrenceburg, TN",TN,47,Tennessee,54,"array([-3.41608867,  1.65805638])"
1311,LVM,13118,1311801,33118,,"Livingston, MT",MT,30,Montana,84,"array([-3.28651567,  0.75937979])"
1312,08A,10008,1000801,30008,,"Elizabeth Island, AK",AK,02,Alaska,1,"array([-2.93323214,  0.92010807])"
1313,BJC,10630,1063004,30630,,"Broomfield, CO",CO,08,Colorado,82,"array([-3.30642152,  1.15278146])"
1314,HLI,12154,1215401,32154,,"Hollister, CA",CA,06,California,91,"array([-2.95297108,  1.26021976])"
1315,HQM,12200,1220001,32200,,"Hoquiam, WA",WA,53,Washington,93,"array([-3.30259724,  1.01630179])"
1316,OGA,13827,1382702,33827,,"Ogallala, NE",NE,31,Nebraska,65,"array([-2.88247765,  1.22557901])"
1317,UXK,15525,1552501,35525,,"Petaluma, CA",CA,06,California,91,"array([-3.31998723,  1.08530594])"
1318,WA4,15705,1570501,35705,,"Medical Lake, WA",WA,53,Washington,93,"array([-3.00079027,  0.81953407])"
1319,AST,10385,1038501,30385,,"Astoria/Seaside, OR",OR,41,Oregon,92,"array([-3.25792153,  1.04681022])"
1320,OR2,13926,1392605,33926,,"Gleneden, OR",OR,41,Oregon,92,"array([-3.31320149,  0.98004813])"
1321,QQY,14435,1443503,34435,,"San Marcos, TX",TX,48,Texas,74,"array([-3.18667158,  1.39801397])"
1322,MDF,13219,1321903,33219,,"Medford, WI",WI,55,Wisconsin,45,"array([-3.72777477,  1.26780677])"
1323,NIN,13681,1368101,33681,,"Ninilchik, AK",AK,02,Alaska,1,"array([-3.00011434,  0.97013117])"
1324,PWT,14323,1432302,34323,,"Bremerton, WA",WA,53,Washington,93,"array([-3.26785603,  0.97671594])"
1325,BVR,10812,1081201,30812,,"St. James, MI",MI,26,Michigan,43,"array([-2.80010534,  1.48811407])"
1326,WSB,15846,1584601,35846,,"Steamboat Bay, AK",AK,02,Alaska,1,"array([-3.24651523,  0.91564999])"
1327,OQC,13903,1390301,33903,,"Cinder River Lodge, AK",AK,02,Alaska,1,"array([-2.90121909,  1.01766927])"
1328,N1C,13697,1369702,33697,,"Cherry Point, NC",NC,37,North Carolina,36,"array([-3.06350853,  1.29139286])"
1329,RCA,14475,1447501,34457,,"Rapid City, SD",SD,46,South Dakota,67,"array([-3.10903808,  1.35310423])"
1330,IKV,12317,1231701,32317,,"Ankeny, IA",IA,19,Iowa,61,"array([-3.55436594,  1.21736103])"
1331,CNO,11086,1108602,31086,,"Chino, CA",CA,06,California,91,"array([-3.31734687,  1.21686222])"
1332,LPR,15534,1553402,35534,,"Lorain/Elyria, OH",OH,39,Ohio,44,"array([-3.21792088,  1.40516916])"
1333,CFT,10958,1095802,30958,,"Clifton, AZ",AZ,04,Arizona,81,"array([-3.4356529,  1.0646946])"
1334,SAD,14673,1467301,34673,,"Safford, AZ",AZ,04,Arizona,81,"array([-3.5269156,  0.9953582])"
1335,APC,10327,1032702,30327,,"Napa, CA",CA,06,California,91,"array([-3.29472499,  1.16288206])"
1336,TVL,15383,1538301,35383,,"Lake Tahoe, CA",CA,06,California,91,"array([-3.30490956,  1.1398847 ])"
1337,MNZ,13418,1341802,33418,,"Manassas, VA",VA,51,Virginia,38,"array([-3.27812244,  1.3132154 ])"
1338,TTD,15351,1535102,35351,,"Troutdale, OR",OR,41,Oregon,92,"array([-3.29060148,  0.99356959])"
1339,SC1,14706,1470601,30569,,"Beaufort, SC",SC,45,South Carolina,37,"array([-3.06648526,  1.3731522 ])"
1340,SDX,14744,1474401,34744,,"Sedona, AZ",AZ,04,Arizona,81,"array([-3.38213144,  1.04602754])"
1341,AUO,10419,1041902,30419,,"Auburn, AL",AL,01,Alabama,51,"array([-3.38047926,  1.30441109])"
1342,RQZ,14618,1461802,34618,,"Mary Esther, FL",FL,12,Florida,33,"array([-2.95046813,  1.24187037])"
1343,MMT,13397,1339701,30868,,"Columbia, SC",SC,45,South Carolina,37,"array([-2.93190269,  1.35520684])"
1344,OFF,13824,1382401,33316,,"Omaha, NE",NE,31,Nebraska,65,"array([-3.01448152,  1.36880237])"
1345,1G4,10011,1001102,30011,,"Peach Springs, AZ",AZ,04,Arizona,81,"array([-3.34706917,  1.0642158 ])"
1346,JWY,16555,1655501,36541,,"Midlothian/Waxahachie, TX",TX,48,Texas,74,"array([-3.02573508,  1.4940576 ])"
1347,VA3,15547,1554701,35547,,"Marion/Wytheville, VA",VA,51,Virginia,38,"array([-3.50883116,  1.1090938 ])"
1348,DVN,11448,1144802,33367,,"Davenport, IA",IA,19,Iowa,61,"array([-3.00585899,  1.4102103 ])"
1349,DBN,11272,1127203,31272,,"Dublin, GA",GA,13,Georgia,34,"array([-3.82431825,  1.26958205])"
1350,KY4,12862,1286201,32862,,"Henderson, KY",KY,21,Kentucky,52,"array([-3.10248546,  1.5515792 ])"
1351,ECG,11479,1147903,31479,,"Elizabeth City, NC",NC,37,North Carolina,36,"array([-3.28094548,  1.37785273])"
1352,RMG,14554,1455401,34554,,"Rome, GA",GA,13,Georgia,34,"array([-3.14267978,  1.45015743])"
1353,HUT,12236,1223601,32236,,"Hutchinson, KS",KS,20,Kansas,62,"array([-2.97273101,  1.32897541])"
1354,SPW,14962,1496201,34962,,"Spencer, IA",IA,19,Iowa,61,"array([-2.78368723,  1.31304485])"
1355,SOW,14943,1494302,34943,,"Show Low, AZ",AZ,04,Arizona,81,"array([-3.26356647,  1.12613993])"
1356,CIG,11004,1100401,31004,,"Craig, CO",CO,08,Colorado,82,"array([-3.2840385 ,  0.92565565])"
1357,AL7,16669,1666901,36652,,"Jasper, AL",AL,01,Alabama,51,"array([-3.83404723,  1.17172877])"
1358,MQI,16634,1663401,36618,,"Quincy, MA",MA,25,Massachusetts,13,"array([-3.35878145,  1.31820643])"
1359,NTU,13763,1376302,33763,,"Oceana, VA",VA,51,Virginia,38,"array([-2.95946021,  1.38702549])"
1360,XSD,15930,1593001,35308,,"Tonopah, NV",NV,32,Nevada,85,"array([-2.91298012,  1.38959348])"
1361,AGC,10198,1019801,30198,,"Pittsburgh, PA",PA,42,Pennsylvania,23,"array([-3.22925192,  1.32809331])"
1362,LIV,12993,1299301,32993,,"Livengood, AK",AK,02,Alaska,1,"array([-2.86022836,  1.1220365 ])"
1363,BCT,10519,1051901,30519,,"Boca Raton, FL",FL,12,Florida,33,"array([-3.26024162,  1.30932073])"
1364,OJC,13848,1384801,33198,,"Olathe, KS",KS,20,Kansas,62,"array([-2.64173727,  1.22769336])"
1365,A1K,16668,1666801,36651,,"Deadhorse1, AK",AK,02,Alaska,1,"array([-2.95678621,  1.05361084])"
1366,ECP,11481,1148102,31481,,"Panama City, FL",FL,12,Florida,33,"array([-3.22636078,  1.17859215])"
1367,BFT,10569,1056901,30569,,"Beaufort, SC",SC,45,South Carolina,37,"array([-3.12860884,  1.38434589])"
1368,DQS,11399,1139902,31399,,"Whitmore, AZ",AZ,04,Arizona,81,"array([-3.33218938,  1.0662271 ])"
1369,L41,16428,1642802,33572,,"Marble Canyon, AZ",AZ,04,Arizona,81,"array([-3.35555002,  1.05050604])"
1370,FAL,11633,1163301,31633,,"Roma, TX",TX,48,Texas,74,"array([-2.86517894,  0.80146295])"
1371,ROG,14577,1457705,34577,,"Rogers, AR",AR,05,Arkansas,71,"array([-3.34792064,  1.19777833])"
1372,DQV,11402,1140201,31402,,"Haines, AK",AK,02,Alaska,1,"array([-3.13969227,  0.78685702])"
1373,BLM,10670,1067001,30670,,"Belmar/Farmingdale, NJ",NJ,34,New Jersey,21,"array([-3.30234434,  1.33140067])"
1374,NV3,16572,1657201,36558,,"Searchlight, NV",NV,32,Nevada,85,"array([-3.56810947,  0.93579605])"
1375,AK3,16505,1650501,31517,,"Fairbanks, AK",AK,02,Alaska,1,"array([-2.77580243,  1.02500554])"
1376,AK7,16584,1658401,34559,,"Rampart, AK",AK,02,Alaska,1,"array([-2.92581759,  1.16915067])"
1377,OPH,13899,1389902,33899,,"Ophir, AK",AK,02,Alaska,1,"array([-3.00653411,  0.92113865])"
1378,VWZ,15671,1567101,35671,,"Granite Creek Mine, AK",AK,02,Alaska,1,"array([-2.95967357,  0.87408558])"
1379,EKX,11526,1152601,31526,,"Elizabethtown, KY",KY,21,Kentucky,52,"array([-3.35759508,  1.36615864])"
1380,A29,10042,1004201,30042,,"Kiluda Bay, AK",AK,02,Alaska,1,"array([-2.92359855,  1.03655002])"
1381,KQA,12786,1278601,32786,,"Akutan, AK",AK,02,Alaska,1,"array([-2.98498371,  1.123346  ])"
1382,7AK,16567,1656701,36553,,"Akun, AK",AK,02,Alaska,1,"array([-2.98492346,  1.11001722])"
1383,CTH,11165,1116502,31165,,"Coatesville, PA",PA,42,Pennsylvania,23,"array([-3.32713978,  1.35718089])"
1384,RBW,16542,1654201,36528,,"Walterboro, SC",SC,45,South Carolina,37,"array([-3.37367851,  1.20023704])"
1385,SGR,14792,1479201,34792,,"Sugar Land, TX",TX,48,Texas,74,"array([-3.3535397 ,  1.21288457])"
1386,TKF,15232,1523201,35232,,"Truckee, CA",CA,06,California,91,"array([-3.33558912,  1.12030956])"
1387,CWI,11207,1120702,31207,,"Clinton, IA",IA,19,Iowa,61,"array([-3.52884681,  1.31139258])"
1388,VWN,15659,1565901,35659,,"Parker, AZ",AZ,04,Arizona,81,"array([-3.40281601,  1.10322584])"
1389,WVI,15877,1587702,35877,,"Watsonville, CA",CA,06,California,91,"array([-3.41305413,  1.00244466])"
1390,PBX,14034,1403402,34034,,"Pikeville, KY",KY,21,Kentucky,52,"array([-3.40308188,  1.29619221])"
1391,GUS,12021,1202102,32021,,"Peru, IN",IN,18,Indiana,42,"array([-3.40269388,  1.24251089])"
1392,BBD,16665,1666501,36648,,"Brady, TX",TX,48,Texas,74,"array([-2.99199918,  1.3824759 ])"
1393,A20,10033,1003301,30033,,"Alpine, AK",AK,02,Alaska,1,"array([-3.05125249,  0.96972684])"
1394,HUM,12233,1223302,32233,,"Houma, LA",LA,22,Louisiana,72,"array([-3.43145667,  0.99308744])"
1395,SQV,14972,1497201,34972,,"Sequim, WA",WA,53,Washington,93,"array([-3.28058292,  0.96644708])"
1396,A14,10027,1002701,30027,,"Whitebear, AK",AK,02,Alaska,1,"array([-2.96690842,  0.76176169])"
1397,FSK,11777,1177702,31777,,"Fort Scott, KS",KS,20,Kansas,62,"array([-3.27890255,  0.67628273])"
1398,DWA,11452,1145202,31452,,"Davis/Woodland/Winters, CA",CA,06,California,91,"array([-3.46125026,  1.10814618])"
1399,FTY,11790,1179001,30397,,"Atlanta, GA",GA,13,Georgia,34,"array([-3.33233346,  1.28932442])"
1400,TPL,15310,1531001,35310,,"Temple, TX",TX,48,Texas,74,"array([-3.02928902,  1.2912296 ])"
1401,AUW,10424,1042403,30424,,"Wausau, WI",WI,55,Wisconsin,45,"array([-3.54857572,  1.17193968])"
1402,NEW,13655,1365501,33495,,"New Orleans, LA",LA,22,Louisiana,72,"array([-3.32254968,  1.24290818])"
1403,FWH,11824,1182402,30194,,"Fort Worth, TX",TX,48,Texas,74,"array([-3.0252579 ,  1.33303868])"
1404,JRV,12553,1255301,33743,,"Ceiba, PR",PR,72,Puerto Rico,3,"array([-3.08490739,  1.29309555])"
1405,A39,10052,1005201,30052,,"Ptarmigan Lake, AK",AK,02,Alaska,1,"array([-2.77052591,  1.13039582])"
1406,A4K,16698,1669801,36679,,"Dune Lake, AK",AK,02,Alaska,1,"array([-2.521851  ,  0.91412434])"
1407,A51,10064,1006401,30064,,"Wien Lake, AK",AK,02,Alaska,1,"array([-2.84798937,  0.8967598 ])"
1408,LUP,13109,1310902,33109,,"Kalaupapa, HI",HI,15,Hawaii,2,"array([-3.22971173,  1.09512834])"
1409,A3K,16696,1669601,36677,,"Smith Bay, AK",AK,02,Alaska,1,"array([-2.7739576 ,  0.91094552])"
1410,CGF,10965,1096502,30647,,"Cleveland, OH",OH,39,Ohio,44,"array([-3.2828094 ,  1.28719168])"
1411,QMA,14397,1439703,30397,,"Kennesaw, GA",GA,13,Georgia,34,"array([-3.26749811,  1.29901702])"
1412,T5X,16709,1670901,36689,,"Castroville, TX",TX,48,Texas,74,"array([-3.03384166,  1.68191389])"
1413,FOK,11728,1172803,31728,,"Westhampton, NY",NY,36,New York,22,"array([-3.24982411,  1.31434418])"
1414,HFD,12108,1210802,30529,,"Hartford, CT",CT,09,Connecticut,11,"array([-3.26041667,  1.36835664])"
1415,LPO,13052,1305202,33052,,"La Porte, IN",IN,18,Indiana,42,"array([-3.51729859,  0.80181689])"
1416,O1H,16722,1672201,36701,,"Millersburg, OH",OH,39,Ohio,44,"array([-3.71574524,  1.3835426 ])"
1417,PVC,14306,1430601,34306,,"Provincetown, MA",MA,25,Massachusetts,13,"array([-3.18824179,  1.29084723])"
1418,NC1,13619,1361902,33619,,"Gastonia, NC",NC,37,North Carolina,36,"array([-3.06515151,  1.26290836])"
1419,OR4,16560,1656001,36546,,"Bend, OR",OR,41,Oregon,92,"array([-3.35680197,  0.96600049])"
1420,UVA,15511,1551101,35511,,"Uvalde, TX",TX,48,Texas,74,"array([-3.20048881,  1.47359624])"
1421,OTS,13968,1396801,33968,,"Anacortes, WA",WA,53,Washington,93,"array([-3.2746031 ,  1.03209316])"
1422,KEH,12652,1265201,30559,,"Kenmore, WA",WA,53,Washington,93,"array([-3.29724947,  0.96715733])"
1423,FBS,11646,1164601,31646,,"Friday Harbor, WA",WA,53,Washington,93,"array([-3.31563969,  0.92574487])"
1424,LKE,13002,1300201,30559,,"Seattle, WA",WA,53,Washington,93,"array([-3.27819055,  0.99349069])"
1425,QQU,14431,1443101,34431,,"Window Rock, AZ",AZ,04,Arizona,81,"array([-3.39594909,  1.02136947])"
