# index, airport_code, airport_id, airport_seq_id, city_market_id, origin, city_name, state_abr, state_fips, state_nm, wac, _pos
585,SYB,15091,1509101,35091,,"Seal Bay, AK",AK,02,Alaska,1,"array([-2.93355515,  1.06871399])"
586,WBB,15721,1572102,35721,,"Stebbins, AK",AK,02,Alaska,1,"array([-3.10915155,  1.05219819])"
587,GAM,11845,1184502,31845,,"Gambell, AK",AK,02,Alaska,1,"array([-3.13744267,  1.05110418])"
588,GCK,11867,1186703,31867,,"Garden City, KS",KS,20,Kansas,62,"array([-3.13711764,  1.1652334 ])"
589,GLV,11941,1194101,31941,,"Golovin, AK",AK,02,Alaska,1,"array([-3.12867201,  1.03542463])"
590,KKA,12704,1270401,32704,,"Koyuk, AK",AK,02,Alaska,1,"array([-3.12173877,  1.04338722])"
591,GNU,11952,1195203,31952,,"Goodnews Bay, AK",AK,02,Alaska,1,"array([-3.05443899,  1.02506952])"
592,GST,11997,1199701,31997,,"Gustavus, AK",AK,02,Alaska,1,"array([-3.16704359,  1.04054179])"
593,HNH,12171,1217101,32171,,"Hoonah, AK",AK,02,Alaska,1,"array([-3.15837522,  1.01989898])"
594,HCR,12087,1208702,32087,,"Holy Cross, AK",AK,02,Alaska,1,"array([-3.08050618,  1.06376431])"
595,HKB,12141,1214101,32141,,"Healy, AK",AK,02,Alaska,1,"array([-3.01409282,  1.14721564])"
596,ANV,10313,1031302,30313,,"Anvik, AK",AK,02,Alaska,1,"array([-3.08090936,  1.07077532])"
597,CYF,11227,1122702,31227,,"Chefornak, AK",AK,02,Alaska,1,"array([-3.07504016,  1.00700272])"
598,CZF,11241,1124101,31241,,"Cape Romanzof, AK",AK,02,Alaska,1,"array([-3.08385199,  0.98627804])"
599,HPB,12195,1219502,32195,,"Hooper Bay, AK",AK,02,Alaska,1,"array([-3.09361359,  1.03285436])"
600,KLG,12719,1271905,32719,,"Kalskag, AK",AK,02,Alaska,1,"array([-3.07810694,  1.04785729])"
601,KPN,12779,1277903,32779,,"Kipnuk, AK",AK,02,Alaska,1,"array([-3.07501816,  1.02267564])"
602,KUK,12831,1283102,32831,,"Kasigluk, AK",AK,02,Alaska,1,"array([-3.08119035,  1.02235557])"
603,MLL,13369,1336901,33369,,"Marshall, AK",AK,02,Alaska,1,"array([-3.08784993,  1.03887108])"
604,SMK,14895,1489502,34895,,"St. Michael, AK",AK,02,Alaska,1,"array([-3.11763809,  1.05672772])"
605,VAK,15554,1555401,35554,,"Chevak, AK",AK,02,Alaska,1,"array([-3.07630007,  1.03141408])"
606,WAA,15709,1570901,35709,,"Wales, AK",AK,02,Alaska,1,"array([-3.12479938,  1.01954713])"
607,TLA,15245,1524501,35245,,"Teller, AK",AK,02,Alaska,1,"array([-3.13963808,  1.02887243])"
608,WDB,15732,1573201,30084,,"Wide Bay, AK",AK,02,Alaska,1,"array([-3.22925055,  0.81770442])"
609,KBE,12622,1262201,32622,,"Bell Island, AK",AK,02,Alaska,1,"array([-3.24589124,  0.86285725])"
610,CGA,10961,1096101,30961,,"Craig, AK",AK,02,Alaska,1,"array([-3.18936159,  0.96637527])"
611,HYG,12252,1225201,32252,,"Hydaburg, AK",AK,02,Alaska,1,"array([-3.1859551 ,  0.91081972])"
612,HYL,12253,1225301,32253,,"Hollis, AK",AK,02,Alaska,1,"array([-3.20811453,  0.96830527])"
613,KLW,12728,1272801,30007,,"Klawock, AK",AK,02,Alaska,1,"array([-3.18650251,  1.01969327])"
614,KTB,12815,1281501,32815,,"Thorne Bay, AK",AK,02,Alaska,1,"array([-3.19788831,  0.95774058])"
615,LIJ,12983,1298301,32983,,"Long Island, AK",AK,02,Alaska,1,"array([-3.21221093,  0.88711641])"
616,MTM,13504,1350401,33504,,"Metlakatla, AK",AK,02,Alaska,1,"array([-3.19933971,  0.97006934])"
617,WHD,15754,1575401,35754,,"Hyder, AK",AK,02,Alaska,1,"array([-3.22405732,  0.90323759])"
618,WWP,15885,1588501,35885,,"Whale Pass, AK",AK,02,Alaska,1,"array([-3.22119979,  0.92091756])"
619,ZXJ,16342,1634201,36342,,"Happy Harbour, AK",AK,02,Alaska,1,"array([-3.21566969,  0.79898547])"
620,WKK,15774,1577402,35774,,"Aleknagik, AK",AK,02,Alaska,1,"array([-3.03196785,  1.00057974])"
621,ORV,13942,1394201,33942,,"Noorvik, AK",AK,02,Alaska,1,"array([-3.10997662,  1.07048095])"
622,WTK,15861,1586101,31464,,"Noatak, AK",AK,02,Alaska,1,"array([-3.11790058,  1.07186649])"
623,KVL,12844,1284401,32844,,"Kivalina, AK",AK,02,Alaska,1,"array([-3.12509869,  1.07170677])"
624,WWT,15887,1588701,35887,,"Newtok, AK",AK,02,Alaska,1,"array([-3.0921266 ,  1.00257404])"
625,ABL,10139,1013901,30139,,"Ambler, AK",AK,02,Alaska,1,"array([-3.11069258,  1.07909612])"
626,SHG,14804,1480401,34804,,"Shungnak, AK",AK,02,Alaska,1,"array([-3.10187188,  1.08166829])"
627,HOM,12184,1218405,30009,,"Homer, AK",AK,02,Alaska,1,"array([-3.04613364,  1.03914151])"
628,AGN,10204,1020401,30204,,"Angoon, AK",AK,02,Alaska,1,"array([-3.15335948,  1.00133167])"
629,TKE,15231,1523101,35231,,"Tenakee, AK",AK,02,Alaska,1,"array([-3.16729238,  1.0008198 ])"
630,KNK,12748,1274801,32748,,"Kokhanok, AK",AK,02,Alaska,1,"array([-3.05472154,  1.06914813])"
631,DRF,11410,1141001,31410,,"Drift River, AK",AK,02,Alaska,1,"array([-3.04402218,  1.16310627])"
632,JZE,12583,1258301,30114,,"Trading Bay, AK",AK,02,Alaska,1,"array([-2.99610492,  1.13604831])"
633,YAK,15991,1599102,35991,,"Yakutat, AK",AK,02,Alaska,1,"array([-3.14522562,  1.09007423])"
634,CHU,10996,1099601,30996,,"Chuathbaluk, AK",AK,02,Alaska,1,"array([-3.06757169,  1.03830054])"
635,CKD,11028,1102801,31028,,"Crooked Creek, AK",AK,02,Alaska,1,"array([-3.06910406,  1.04798866])"
636,KGX,12676,1267601,32676,,"Grayling, AK",AK,02,Alaska,1,"array([-3.08702013,  1.06821679])"
637,LVD,13115,1311501,33115,,"Lime Village, AK",AK,02,Alaska,1,"array([-3.04554348,  0.99011555])"
638,RDV,14493,1449301,34493,,"Red Devil, AK",AK,02,Alaska,1,"array([-3.05938625,  1.04531217])"
639,RSH,14627,1462702,34627,,"Russian Mission, AK",AK,02,Alaska,1,"array([-3.08473216,  1.04587609])"
640,SHX,14816,1481601,34816,,"Shageluk, AK",AK,02,Alaska,1,"array([-3.07186729,  1.06793562])"
641,SLQ,14880,1488001,34880,,"Sleetmute, AK",AK,02,Alaska,1,"array([-3.07246232,  1.05650947])"
642,SRV,14987,1498701,34987,,"Stony River, AK",AK,02,Alaska,1,"array([-3.05695968,  1.03490806])"
643,PQS,14234,1423401,34234,,"Pilot Station, AK",AK,02,Alaska,1,"array([-3.09556595,  1.04295663])"
644,SCM,14718,1471802,34718,,"Scammon Bay, AK",AK,02,Alaska,1,"array([-3.07864161,  1.04088464])"
645,EDF,11487,1148702,30299,,"Anchorage, AK",AK,02,Alaska,1,"array([-3.10470028,  1.09490643])"
646,KEB,12649,1264902,32649,,"Nanwalek, AK",AK,02,Alaska,1,"array([-3.01578098,  0.99640249])"
647,MRI,13467,1346702,30299,,"Anchorage, AK",AK,02,Alaska,1,"array([-2.99525927,  1.11418203])"
648,PGM,14088,1408804,34088,,"Port Graham, AK",AK,02,Alaska,1,"array([-3.00976969,  1.0076163 ])"
649,SOV,14942,1494201,34942,,"Seldovia, AK",AK,02,Alaska,1,"array([-3.02254673,  1.00629109])"
650,PDB,14046,1404601,34046,,"Pedro Bay, AK",AK,02,Alaska,1,"array([-3.04249145,  1.08610886])"
651,PTA,14268,1426802,34268,,"Port Alsworth, AK",AK,02,Alaska,1,"array([-3.03194754,  1.0819235 ])"
652,ADW,10172,1017201,30172,,"Camp Springs, MD",MD,24,Maryland,35,"array([-3.15287417,  1.25876923])"
653,DYS,11459,1145901,30136,,"Abilene, TX",TX,48,Texas,74,"array([-3.05059691,  1.38428202])"
654,SKF,14853,1485301,33214,,"San Antonio, TX",TX,48,Texas,74,"array([-3.13420138,  1.28052797])"
655,HBH,12079,1207901,32079,,"Hobart Bay, AK",AK,02,Alaska,1,"array([-3.13884122,  0.94038562])"
656,KCL,12638,1263801,32631,,"Chignik Lagoon, AK",AK,02,Alaska,1,"array([-2.99634762,  1.05729804])"
657,KCQ,12641,1264101,32631,,"Chignik, AK",AK,02,Alaska,1,"array([-3.00421764,  1.04614989])"
658,NME,13710,1371001,33710,,"Nightmute, AK",AK,02,Alaska,1,"array([-3.09442166,  1.00893877])"
659,NUP,13770,1377002,33770,,"Nunapitchuk, AK",AK,02,Alaska,1,"array([-3.07934038,  1.01546796])"
660,KTS,12822,1282201,32822,,"Brevig Mission, AK",AK,02,Alaska,1,"array([-3.13252879,  1.02649483])"
661,MYU,13579,1357901,33579,,"Mekoryuk, AK",AK,02,Alaska,1,"array([-3.10252014,  1.00429682])"
662,MZJ,13587,1358701,33587,,"Marana, AZ",AZ,04,Arizona,81,"array([-3.09047712,  1.20849795])"
663,NIB,13676,1367601,33676,,"Nikolai, AK",AK,02,Alaska,1,"array([-3.03452525,  1.06934089])"
664,OOK,13894,1389401,33894,,"Toksook, AK",AK,02,Alaska,1,"array([-3.08549266,  1.01499726])"
665,NNL,13715,1371501,33715,,"Nondalton, AK",AK,02,Alaska,1,"array([-3.05103531,  1.08091482])"
666,TCM,15154,1515401,31979,,"Tacoma, WA",WA,53,Washington,93,"array([-3.09993   ,  1.21673631])"
667,TKJ,15236,1523602,35236,,"Tok, AK",AK,02,Alaska,1,"array([-3.00020425,  1.14708484])"
668,BYA,10834,1083402,30834,,"Boundary, AK",AK,02,Alaska,1,"array([-2.90928356,  1.17251318])"
669,TLJ,15250,1525003,35250,,"Tatalina, AK",AK,02,Alaska,1,"array([-3.04334551,  1.02328928])"
670,TNK,15282,1528201,35282,,"Tununak, AK",AK,02,Alaska,1,"array([-3.08390803,  1.00079585])"
671,TXK,15401,1540103,35401,,"Texarkana, AR",AR,05,Arkansas,71,"array([-3.1296801 ,  1.20151376])"
672,UGN,15447,1544703,35447,,"Waukegan, IL",IL,17,Illinois,41,"array([-3.30650495,  1.23390112])"
673,WYB,15894,1589401,35894,,"Yes Bay, AK",AK,02,Alaska,1,"array([-3.23686478,  0.92732125])"
674,WMK,15793,1579301,35793,,"Meyers Chuck, AK",AK,02,Alaska,1,"array([-3.21799265,  0.93724636])"
675,DOV,11375,1137502,31375,,"Dover, DE",DE,10,Delaware,31,"array([-3.13090894,  1.21542985])"
676,SGY,14797,1479701,34797,,"Skagway, AK",AK,02,Alaska,1,"array([-3.16079473,  1.00839355])"
677,HNS,12175,1217503,31402,,"Haines, AK",AK,02,Alaska,1,"array([-3.16978188,  1.01639958])"
678,OBU,13806,1380602,33806,,"Kobuk, AK",AK,02,Alaska,1,"array([-3.11007241,  1.08809698])"
679,SHH,14805,1480501,34805,,"Shishmaref, AK",AK,02,Alaska,1,"array([-3.13063282,  1.04233695])"
680,KWF,12847,1284701,32847,,"Waterfall, AK",AK,02,Alaska,1,"array([-3.18184457,  0.95572296])"
681,MLY,13381,1338101,33381,,"Manley Hot Springs, AK",AK,02,Alaska,1,"array([-3.02623173,  1.13041578])"
682,CUW,11188,1118801,31188,,"Cube Cove, AK",AK,02,Alaska,1,"array([-3.15376763,  0.93748321])"
683,KPR,12782,1278201,32782,,"Port Williams, AK",AK,02,Alaska,1,"array([-2.9238582 ,  1.06127708])"
684,TEK,15171,1517102,35171,,"Tatitlek, AK",AK,02,Alaska,1,"array([-3.09408391,  1.0990375 ])"
685,TKL,15238,1523801,35238,,"Taku Lodge, AK",AK,02,Alaska,1,"array([-3.11630758,  0.89042483])"
686,DQU,11401,1140101,31401,,"Ketchikan, AK",AK,02,Alaska,1,"array([-3.19996084,  0.87603536])"
687,FQN,11747,1174701,31747,,"Karta Lake, AK",AK,02,Alaska,1,"array([-3.22493015,  0.64566063])"
688,ZXH,16340,1634001,36340,,"Chomondely Sound, AK",AK,02,Alaska,1,"array([-3.23946332,  0.89067223])"
689,ZXK,16343,1634301,36343,,"Lancaster Cove, AK",AK,02,Alaska,1,"array([-3.20411167,  0.70453891])"
690,KNB,12745,1274505,32745,,"Kanab, UT",UT,49,Utah,87,"array([-3.37005531,  1.02831747])"
691,PLK,14147,1414701,34147,,"Point Lookout, MO",MO,29,Missouri,64,"array([-3.26401568,  0.59912216])"
692,SLB,14868,1486801,34868,,"Storm Lake, IA",IA,19,Iowa,61,"array([-3.29612183,  0.49743458])"
693,LUR,13111,1311102,33111,,"Cape Lisburne, AK",AK,02,Alaska,1,"array([-3.11546577,  1.01605253])"
694,RDB,14485,1448502,34485,,"Red Dog, AK",AK,02,Alaska,1,"array([-3.12039222,  1.07951029])"
695,PAQ,14013,1401301,34013,,"Palmer, AK",AK,02,Alaska,1,"array([-3.02238178,  1.0720387 ])"
696,PML,14167,1416701,34167,,"Port Moller, AK",AK,02,Alaska,1,"array([-3.0022432 ,  1.07600894])"
697,KCG,12635,1263501,32631,,"Chignik Bay, AK",AK,02,Alaska,1,"array([-2.99472069,  1.04659864])"
698,PIP,14119,1411902,34119,,"Pilot Point, AK",AK,02,Alaska,1,"array([-3.01598923,  1.05076389])"
699,VZN,15689,1568901,35689,,"Wildman Creek, AK",AK,02,Alaska,1,"array([-2.96181505,  1.02776481])"
700,PTU,14282,1428201,31406,,"Platinum, AK",AK,02,Alaska,1,"array([-3.05775035,  1.009159  ])"
701,BNF,10697,1069701,30697,,"Baranof, AK",AK,02,Alaska,1,"array([-3.1274659 ,  0.91951225])"
702,JSE,12554,1255401,32523,,"Juneau, AK",AK,02,Alaska,1,"array([-3.10358014,  0.80227552])"
703,BKW,10654,1065402,30654,,"Beckley, WV",WV,54,West Virginia,39,"array([-3.17345875,  1.281611  ])"
704,MDO,13226,1322602,33226,,"Middleton Island, AK",AK,02,Alaska,1,"array([-3.09962805,  0.95983619])"
705,UTO,15504,1550401,35504,,"Utopia, AK",AK,02,Alaska,1,"array([-3.07230753,  1.14360366])"
706,CNY,11092,1109204,31092,,"Moab, UT",UT,49,Utah,87,"array([-3.21630976,  1.09803367])"
707,FWL,11825,1182502,31825,,"Farewell, AK",AK,02,Alaska,1,"array([-3.06144636,  0.98215896])"
708,KCR,12642,1264201,32642,,"Colorado Creek, AK",AK,02,Alaska,1,"array([-3.05982627,  0.92912875])"
709,MDR,13228,1322801,33228,,"Medfra, AK",AK,02,Alaska,1,"array([-3.0218669 ,  0.93342736])"
710,BLV,10676,1067602,30676,,"Belleville, IL",IL,17,Illinois,41,"array([-3.19077997,  1.26222643])"
711,MDD,13217,1321705,33158,,"Midland/Odessa, TX",TX,48,Texas,74,"array([-3.32413141,  0.84681494])"
712,FBK,11643,1164301,31517,,"Fairbanks, AK",AK,02,Alaska,1,"array([-3.05016161,  1.09958059])"
713,MOS,13432,1343201,33432,,"Moses Point, AK",AK,02,Alaska,1,"array([-3.11625625,  0.95964171])"
714,DQZ,11406,1140601,31406,,"Platinum, AK",AK,02,Alaska,1,"array([-2.89103502,  0.61733722])"
715,ZNC,16311,1631101,36311,,"Nyac, AK",AK,02,Alaska,1,"array([-3.10984911,  0.98998451])"
716,UGI,15446,1544601,35446,,"Uganik, AK",AK,02,Alaska,1,"array([-2.9178419 ,  1.07328856])"
717,HIF,12131,1213101,32131,,"Ogden, UT",UT,49,Utah,87,"array([-3.03616098,  1.27503633])"
718,KDK,12647,1264701,30070,,"Kodiak, AK",AK,02,Alaska,1,"array([-2.94750447,  1.04278603])"
719,TYE,15406,1540601,35406,,"Tyonek, AK",AK,02,Alaska,1,"array([-3.00034709,  1.12412531])"
720,POB,14197,1419701,31641,,"Fayetteville, NC",NC,37,North Carolina,36,"array([-3.1190888 ,  1.27274598])"
721,OQS,13917,1391701,33917,,"Sandy, AK",AK,02,Alaska,1,"array([-2.96561634,  0.99814115])"
722,CKB,11027,1102705,31027,,"Clarksburg/Fairmont, WV",WV,54,West Virginia,39,"array([-3.18697693,  1.24683054])"
723,ELV,11545,1154501,31545,,"Elfin Cove, AK",AK,02,Alaska,1,"array([-3.15985934,  0.98936933])"
724,PEC,14062,1406201,34062,,"Pelican, AK",AK,02,Alaska,1,"array([-3.17579208,  0.98948108])"
725,KOY,12771,1277101,32771,,"Olga Bay, AK",AK,02,Alaska,1,"array([-2.91254053,  1.08714212])"
726,KPY,12785,1278501,32785,,"Port Bailey, AK",AK,02,Alaska,1,"array([-2.92743598,  1.09505979])"
727,FVW,11819,1181901,31819,,"Golden Creek Mine, AK",AK,02,Alaska,1,"array([-2.89943161,  1.12880747])"
728,GRI,11980,1198002,31980,,"Grand Island, NE",NE,31,Nebraska,65,"array([-3.15046583,  1.14809881])"
729,KAE,12610,1261001,32610,,"Kake, AK",AK,02,Alaska,1,"array([-3.17506574,  1.02531088])"
730,SHD,14802,1480202,34802,,"Staunton, VA",VA,51,Virginia,38,"array([-3.22500753,  1.27509105])"
731,SWO,15074,1507402,35074,,"Stillwater, OK",OK,40,Oklahoma,73,"array([-3.25852548,  1.19704375])"
732,MUO,13525,1352501,33525,,"Mountain Home, ID",ID,16,Idaho,83,"array([-3.02663006,  1.26346885])"
733,A36,10049,1004901,30049,,"Deep Bay, AK",AK,02,Alaska,1,"array([-3.21821853,  0.85772078])"
734,KXA,12857,1285701,32857,,"Kasaan, AK",AK,02,Alaska,1,"array([-3.2153201 ,  0.95478395])"
735,MGY,13283,1328301,31267,,"Dayton, OH",OH,39,Ohio,44,"array([-3.35223725,  1.28239251])"
736,CEC,10930,1093001,30930,,"Crescent City, CA",CA,06,California,91,"array([-3.14896187,  1.12913918])"
737,AXN,10449,1044902,30449,,"Alexandria, MN",MN,27,Minnesota,63,"array([-3.07502436,  1.21485229])"
738,ISN,12389,1238902,32389,,"Williston, ND",ND,38,North Dakota,66,"array([-3.14066822,  1.14393603])"
739,BED,10540,1054001,30540,,"Bedford, MA",MA,25,Massachusetts,13,"array([-3.21742411,  1.24585788])"
740,BWD,10817,1081701,30817,,"Brownwood, TX",TX,48,Texas,74,"array([-3.27191651,  1.17413906])"
741,OTH,13964,1396402,33964,,"North Bend/Coos Bay, OR",OR,41,Oregon,92,"array([-3.19487064,  1.1200776 ])"
742,PLB,14143,1414301,34025,,"Plattsburgh, NY",NY,36,New York,22,"array([-3.17680069,  1.27579312])"
743,JEF,12474,1247401,32474,,"Jefferson City, MO",MO,29,Missouri,64,"array([-3.1467833 ,  1.42052927])"
744,HHH,12124,1212401,32124,,"Hilton Head, SC",SC,45,South Carolina,37,"array([-3.25659638,  1.21864997])"
745,EKA,11522,1152203,30157,,"Eureka, CA",CA,06,California,91,"array([-3.11960462,  1.12525785])"
746,JRB,12546,1254601,31703,,"New York, NY",NY,36,New York,22,"array([-3.16633196,  1.30148421])"
747,FRD,11762,1176201,31646,,"Friday Harbor, WA",WA,53,Washington,93,"array([-3.24013608,  1.06532854])"
748,ESD,11588,1158802,31588,,"Eastsound, WA",WA,53,Washington,93,"array([-3.22980764,  1.08417191])"
749,BIH,10617,1061701,30617,,"Bishop, CA",CA,06,California,91,"array([-3.27408207,  1.10796906])"
750,VGT,15589,1558901,32211,,"Las Vegas, NV",NV,32,Nevada,85,"array([-3.30509291,  1.09693093])"
751,ELY,11547,1154701,31547,,"Ely, NV",NV,32,Nevada,85,"array([-3.25907426,  1.0889543 ])"
752,MHK,13290,1329002,33290,,"Manhattan/Ft. Riley, KS",KS,20,Kansas,62,"array([-3.15265657,  1.21535514])"
753,OLF,13862,1386202,33862,,"Wolf Point, MT",MT,30,Montana,84,"array([-3.17167736,  1.08974717])"
754,GGW,11908,1190802,31908,,"Glasgow, MT",MT,30,Montana,84,"array([-3.17633625,  1.07756551])"
755,UKI,15458,1545802,35458,,"Ukiah, CA",CA,06,California,91,"array([-3.11226622,  1.13603375])"
756,HOB,12177,1217705,32177,,"Hobbs, NM",NM,35,New Mexico,86,"array([-3.26801312,  1.15733984])"
757,CVN,11197,1119706,31197,,"Clovis, NM",NM,35,New Mexico,86,"array([-3.26378301,  1.14658122])"
758,FPR,11732,1173203,31732,,"Fort Pierce, FL",FL,12,Florida,33,"array([-3.30683214,  1.31215038])"
759,HWI,12248,1224801,32248,,"Hawk Inlet, AK",AK,02,Alaska,1,"array([-3.16773413,  0.94672402])"
760,TNC,15278,1527801,35278,,"Tin City, AK",AK,02,Alaska,1,"array([-3.13325527,  1.00137572])"
761,ACV,10157,1015701,30157,,"Arcata/Eureka, CA",CA,06,California,91,"array([-3.16722015,  1.13459882])"
762,DIK,11315,1131502,31315,,"Dickinson, ND",ND,38,North Dakota,66,"array([-3.12502536,  1.14080809])"
763,LPW,13057,1305701,33057,,"Little Port Walter, AK",AK,02,Alaska,1,"array([-3.16360251,  0.89361554])"
764,MCE,13194,1319401,33194,,"Merced, CA",CA,06,California,91,"array([-3.24853154,  1.13987201])"
765,XWA,16869,1686901,32389,,"Williston, ND",ND,38,North Dakota,66,"array([-2.98455911,  1.1524011 ])"
766,RUT,14648,1464802,34648,,"Rutland, VT",VT,50,Vermont,16,"array([-3.19410841,  1.27608917])"
767,SNY,14927,1492701,34927,,"Sidney, NE",NE,31,Nebraska,65,"array([-2.85341628,  1.23112343])"
768,MTH,13501,1350101,33501,,"Marathon, FL",FL,12,Florida,33,"array([-3.15746303,  1.26653045])"
769,EYW,11624,1162403,31624,,"Key West, FL",FL,12,Florida,33,"array([-3.17337904,  1.23047956])"
770,MKK,13347,1334701,33347,,"Hoolehua, HI",HI,15,Hawaii,2,"array([-3.21264203,  1.11444835])"
771,FDY,11659,1165902,31659,,"Findlay, OH",OH,39,Ohio,44,"array([-3.19393754,  1.34135579])"
772,VRB,15628,1562802,35628,,"Vero Beach, FL",FL,12,Florida,33,"array([-3.19777057,  1.29835963])"
773,XXW,15980,1598001,35980,,"Lake City, FL",FL,12,Florida,33,"array([-3.10404002,  1.37051757])"
774,TWD,15387,1538701,35387,,"Port Townsend, WA",WA,53,Washington,93,"array([-3.30673566,  0.90035528])"
775,MLS,13375,1337501,33375,,"Miles City, MT",MT,30,Montana,84,"array([-3.19373403,  1.06273853])"
776,GDV,11879,1187902,31879,,"Glendive, MT",MT,30,Montana,84,"array([-3.19858189,  1.07408938])"
777,GUP,12018,1201801,32018,,"Gallup, NM",NM,35,New Mexico,86,"array([-3.260431  ,  1.13384584])"
778,JHM,12492,1249201,32492,,"Kapalua, HI",HI,15,Hawaii,2,"array([-3.21825723,  1.10746247])"
779,CNW,11090,1109001,30155,,"Waco, TX",TX,48,Texas,74,"array([-3.30043024,  1.12211878])"
780,SUA,15030,1503001,35030,,"Stuart, FL",FL,12,Florida,33,"array([-3.29848492,  1.30028572])"
781,SGU,14794,1479405,34794,,"St. George, UT",UT,49,Utah,87,"array([-3.23911144,  1.1445266 ])"
782,LUK,13105,1310502,33105,,"Cincinnati, OH",OH,39,Ohio,44,"array([-3.24427901,  1.2533551 ])"
783,SDY,14745,1474502,34745,,"Sidney, MT",MT,30,Montana,84,"array([-3.1822067 ,  1.08925438])"
784,HII,12132,1213201,32132,,"Lake Havasu City, AZ",AZ,04,Arizona,81,"array([-3.25126822,  1.1536309 ])"
785,NIP,13682,1368201,31136,,"Jacksonville, FL",FL,12,Florida,33,"array([-3.09713846,  1.28935679])"
786,GKN,11924,1192402,31924,,"Gulkana, AK",AK,02,Alaska,1,"array([-3.01766383,  1.06382156])"
787,SMN,14897,1489701,34897,,"Salmon, ID",ID,16,Idaho,83,"array([-3.14579204,  1.10387726])"
788,COF,11099,1109901,31099,,"Cocoa Beach, FL",FL,12,Florida,33,"array([-3.06667708,  1.39986526])"
789,SYA,15090,1509001,35090,,"Shemya, AK",AK,02,Alaska,1,"array([-3.13948538,  1.01581886])"
790,AED,10176,1017601,30176,,"Aleneva, AK",AK,02,Alaska,1,"array([-2.94859675,  0.82868561])"
791,EDW,11490,1149001,31490,,"Edwards, CA",CA,06,California,91,"array([-2.92417328,  1.30119688])"
792,SCJ,14715,1471501,34715,,"Smith Cove, AK",AK,02,Alaska,1,"array([-3.26115078,  0.84514564])"
793,NUW,13772,1377201,33772,,"Whidbey Island, WA",WA,53,Washington,93,"array([-3.21654407,  1.02228484])"
794,DQH,11388,1138801,30033,,"Alpine, AK",AK,02,Alaska,1,"array([-3.01375406,  1.07466502])"
795,RBG,14467,1446702,34467,,"Roseburg, OR",OR,41,Oregon,92,"array([-3.19348612,  1.10884737])"
796,MVM,13536,1353601,33536,,"Kayenta, AZ",AZ,04,Arizona,81,"array([-3.36735823,  1.09752208])"
797,LYH,13139,1313902,33139,,"Lynchburg, VA",VA,51,Virginia,38,"array([-3.23970493,  1.2333191 ])"
798,CHZ,10999,1099903,30999,,"Chiloquin, OR",OR,41,Oregon,92,"array([-3.23360052,  0.98810231])"
799,SBY,14704,1470401,34704,,"Salisbury, MD",MD,24,Maryland,35,"array([-3.15154497,  1.24033366])"
800,GEY,11893,1189301,31893,,"Greybull, WY",WY,56,Wyoming,88,"array([-2.84595348,  1.20544563])"
801,CNM,11085,1108501,31085,,"Carlsbad, NM",NM,35,New Mexico,86,"array([-3.27444212,  1.1639164 ])"
802,VWL,15657,1565701,30631,,"Bemidji, MN",MN,27,Minnesota,63,"array([-3.04613361,  1.20778042])"
803,BKX,10655,1065501,30655,,"Brookings, SD",SD,46,South Dakota,67,"array([-3.07863688,  1.23372185])"
804,HON,12185,1218501,32185,,"Huron, SD",SD,46,South Dakota,67,"array([-3.10185411,  1.202659  ])"
805,A07,10020,1002001,30020,,"Selawik, AK",AK,02,Alaska,1,"array([-3.12042802,  1.0020063 ])"
806,LGD,12956,1295601,32956,,"La Grande, OR",OR,41,Oregon,92,"array([-3.15686193,  1.09641669])"
807,OMK,13876,1387602,33876,,"Omak, WA",WA,53,Washington,93,"array([-3.18362006,  1.06100878])"
808,STG,15012,1501201,35012,,"St. George Island, AK",AK,02,Alaska,1,"array([-3.09385509,  1.11912351])"
809,JRA,12545,1254501,31703,,"New York, NY",NY,36,New York,22,"array([-3.17924012,  1.34944252])"
810,ODW,13821,1382101,33821,,"Oak Harbor, WA",WA,53,Washington,93,"array([-3.2318973 ,  1.04871747])"
811,FFM,11667,1166701,31667,,"Fergus Falls, MN",MN,27,Minnesota,63,"array([-3.28006796,  0.94493541])"
812,FCH,11649,1164901,31638,,"Fresno, CA",CA,06,California,91,"array([-2.53986665,  1.2935147 ])"
813,EWN,11617,1161701,31617,,"New Bern/Morehead/Beaufort, NC",NC,37,North Carolina,36,"array([-3.16728404,  1.24673812])"
814,IMT,12335,1233502,32335,,"Iron Mountain/Kingsfd, MI",MI,26,Michigan,43,"array([-3.14910726,  1.22719223])"
815,PBG,14025,1402501,34025,,"Plattsburgh, NY",NY,36,New York,22,"array([-3.18154359,  1.25065093])"
816,QQN,14424,1442403,34424,,"Woodlake, CA",CA,06,California,91,"array([-3.32721733,  1.04663542])"
817,VIS,15601,1560101,35601,,"Visalia, CA",CA,06,California,91,"array([-3.23901337,  1.12545745])"
818,FVQ,11813,1181302,31813,,"Donlin Creek Mine, AK",AK,02,Alaska,1,"array([-3.11282529,  1.02547808])"
819,STS,15023,1502303,34433,,"Santa Rosa, CA",CA,06,California,91,"array([-3.19812107,  1.12694081])"
820,NTD,13756,1375601,33756,,"Port Hueneme, CA",CA,06,California,91,"array([-3.04525084,  1.29158741])"
821,DMO,11349,1134901,31349,,"Sedalia, MO",MO,29,Missouri,64,"array([-3.22327647,  1.72027835])"
822,UXZ,15540,1554001,35540,,"Garrison, ND",ND,38,North Dakota,66,"array([-3.34443606,  0.57176169])"
